Row,NumGoodAlgos
5e7c7a2271e3496987c7f57421aee6a3,1
f7135a97283f4b39a5dd5c4037bac8bc,1
779a6ceac7614459ad3a8bda36a2c0c9,1
c20d010877cd41ada39f5d3e8ab06d87,1
b1b01289ff434169b25ad5b386676eed,1
9c76cf6be421475c87506166913948a7,1
c184aa458bb24d249f8000c3e7ef6460,1
e6d96333a66f4620871fae5490222525,1
df16070633bb4631980398f49a647cc9,1
abb154d502ed4e7cbb89f3ae7f570208,1
b81c5f89c1f147119ef5e1d2ae691009,1
6533f37f4a644de6ad316534f67de130,1
ea3f007c4eae471aaf9917291e998ef4,1
5881174ec98f4a90a8c589810ffca21d,1
56359f783850416fb9f8541cd4472b38,1
c742ed4713e3411aba65ba6c5ebd05e5,1
66fa8b098ff249cb92c92d06f0b36c89,2
2afba8516d204b278a2ac7c1faec1203,1
4a4cb18b4a3f43f58aa9bc82155bc944,1
caaff3847f22445e981c6bcd91bbcd41,2
39fd6c6f3b57417f897b337ad9d17dee,1
0ceb5f5358594f929d26fc6ef07cf862,1
ec60925487174ee6affea3e5204d1b72,2
512d3a5448374aa2bb7247759166216f,1
c98845056e234a17abb7ae369150b33c,2
fa557224270f4a8a8b1921d4521d1c5f,2
abccb5ae893e41ebab110edf943ab80d,1
7269800225a44e21add22c8542147ada,2
c091b277bf9f4ab1ac303849cac3e147,1
6562b3b1531b44b7a74f7c15824f9469,1
7f20d26079a544b7acb4c1962bc2f191,1
8641776594d847d3b8c931a7b3d1a2ba,1
292c474e9d1f48d894be0cc655bc8709,1
f97b524fe88245cbbf5ef80c927b5002,1
8bf93c0a388c411183f5147bfa06bca1,1
cd9e3a8461824b809eba3570b067b4ff,2
2aa7b562526441a78f648876fe8960a9,1
6956153933b14e17adc696fd38f5ed3b,2
e5fc2b5cf9f947b5ac0942c34e2c687f,2
dd24da574d8243d982b6296d2bf1627a,1
99bb932b6043457495b7e0bc4367925d,1
42a5f4e1f12c483cb199528ceb312281,2
43a8e533f7cc40a2a2a6df80a35b7a5f,2
147cf77391804267a44b4d5ecb4b429b,3
c5376fc1e38b44b1936986e511154632,1
a8c01137b6d54898894b19226c361778,1
df6172c629164581b14589f89d1c1bc7,2
86c9a91d576c49a187a287b0b66565aa,1
f7bdd65a3c5e4f159083f60989084539,1
7b53d69e9a05494786a154b513669e93,2
49b70da3b3234b6eb8cfc9d1ae671a1f,2
8c15ab0a972d499c98c09b6a59b5ca5b,2
ad028629762e43df81c86c633290f19b,2
b32ecbdf6b194f53b410d578bc000ee4,1
3ed96401b57d4fc191e6d61691be28b4,1
b8fc4bd6177f49d0a091eb6626c99372,1
cc7b04baa0414fdfb152ac64c9243619,2
1d512936bc11410fbef762ffbda36317,1
dda98ee8050f4fa3b987c5c5df057c47,1
c064e8c8de17424e8c28b9d9e1a66ef9,1
ddba66b1af2c4af78c38caa8ee3cb937,1
9077f67a0ba6418ca2b80bfe68335653,2
8e7b95a21cb34355879463cb33941b4f,1
eea5f10a56154936a3de115e620eac08,2
08f8efb0ca01404a9eafbd83b5672d13,1
2c6e2819a9e34da9af280c9056e3e196,2
ab669f5296f44db48d702801175e64f2,1
342193ed13694b678786e331dbf4b3c5,1
167662bbfa0f43378235626166a48c72,1
3c201c42b123413a944e40dbc5712433,2
acd1490a4ee349588ca53a0fcd32b596,1
10e3a59ebd164dec8b54e45db5b7e8a2,2
0550d3f4c0204a77b7dbc7e0440b8f13,2
04416c5d4c38403193d11e20c00aaa3f,2
43fd02a964964adab270a3ad39aab053,1
43df2b7353124f9080c90937288d4792,1
89f66a383d4f4847aede0e2bccc985b9,1
0bdf5c84d3e24eadada252edfd772931,1
d4c2994850bf4f018deb163561c1df9d,2
85212ac83c1d4b3aa04e399488520f18,1
f0ac5b76174c4c4b951044ffa78d320b,1
9dc5bb9bb23545e7af7d4093f74b17f5,2
f79d757b992047d8ab18458ee073a1cb,1
6a3ab48091724a64beb0418ba8062be9,1
833a707beb1a4c0b8a56d03abaed0d8b,1
bf469ad85f51434682f597debd07c234,1
4aed86c689bf49eda2f6b7649b84ba3f,1
bb07884c708d4164a2e144045b53a80d,1
bac23d85a3a140c5b79a1dc18ef9040f,1
d49892b368074107bec4fedfc197aa33,1
41038ce74cd249099bd4313010930ea2,2
f98764f1524745faa6f04d4d36f88a4e,1
d15cf8505bc74147aa010f0457f9003c,2
b8e3920145974ff3bd8dd291970503fe,1
46c5b8f76c6f4b2393aa7121764479c7,1
6b53e34112784b2c97248dd28a1a8bc3,2
9d877c0983f847179a9509c3a69b20d2,2
af08bd322ef949b7959fe97ef79b7136,1
8a23f9b030c7416aa1424cadcc620a8c,1
f9953a3a68d14e8982eb30a2a49df93a,2
f480dd23625947198ec7576bbdd97d8f,2
03a7b962e13c414c85cd0e10ed7ca93f,1
1443a7263f0644ef93ff33aa5126e2c2,1
93086ff65c8749d38118d2768454b29a,1
6ed9ac4367de4157b43513f7bd9774c6,2
1eb98cdf42d14516ad55b7c593fb3dfb,1
10db02ee3521478397812d53f81709f9,1
6eac2f6380014691aecb2b002ceb131f,2
cfc8788a7c4b45358633faf85ffcddb6,1
e0666732684144ab961437168c88eae9,1
5890fa5591e14783aaa4e6034c6dfc9e,1
c78facf330d34847a4661f3786606f5c,2
59fbf20aefda46379beca79faa384c44,1
7c2f2fb832894e62b174cd8f08bf7b73,3
8be1558322974aeb97ca70b6ee85830d,1
93600a5a5dc143279cea8e948b5c0f90,1
e0198364bbad40ea82cb55be18ec906b,1
2a48a376691249b3a86b1ae4eb3af330,2
4a81f889623f4baebf0e3fa65cf16c48,2
8ee27e11fe81447eb49bbe678476139e,1
d21d32cfcbd3454b8d3bf48b0f80514b,2
6e2413a499384562a06073f9077512c6,1
f4403ad4ee8c48dc826d4a7eef0c1884,1
a3ccd07561454229bf01bd42c8666905,1
cdf51b36ad4b44069f1c4c66e3e6ed93,1
759ae956a610436795b7b2d1b5559c84,2
baec5401407d434daa013ec479622a1e,2
08b51b1ff2024aefa32ddd26df9400c7,1
f227b1a829b54682b8518e5733e46bfd,2
eb383c42470f4a1795eb2b0cdee85168,1
d46190e2aeac45e6bde162b2e91de951,1
7382e68ea7d84d0793ae887d91f46f13,1
4d2cedfe73564553892c561fdf1240aa,1
29dfd3301a62461cb1347b4f736e5ff7,1
73289b5d75d74818a5139cbe4d43d203,1
5687b89c5f6e421697f1960e2ac3d8c5,1
488b8b83ec6e447a84ea04b3bd30b4b5,1
6504cdba82de429db1f27452ead12416,1
bd07ef83c9c94c0d844cb6f000989a00,1
e30f40f88d214898b47a38ba275b44a6,1
a5e6c003d2a34f49bb419917b6a9dfc4,1
c6d6d6f7724d49f1b74fdd4ec0824a97,1
73ab9e52db93444a92167d6e6c019e72,2
ed36da2e4b204a4ba2d6e5d64106bdf0,1
cc8c46384bc843b5b59caea25cbbce53,1
4aa53d94c669400a8c83d20c5b5a1662,1
b5ca16f6ad5e4080b1862f52f1decf0a,1
0bcdb59e553b4b06af3ff953ac42d975,1
1ea1fc89f4d448d98c0f8775af50a087,1
16e7c9fa693441b1b782b03f05d857bd,1
10f928c0e4e448169b933efbb5f8bd61,2
b78866570c864928af5df7091d010e77,2
d767a21e0c2f4fa3ac7acf634678d3f2,1
c6dc506f3d7e480c9f73d73c07248607,1
038e53ff60484b8eac44fda7b6621b95,1
8769f19a703542678cc612915cf04f88,2
8a5deb6138a0410ba9db81d02d8628bc,1
c1615a59eb4f42719bccbf99a02bb858,1
325d7985aa7b44c895ec0f8c0fcc475a,2
e67cbaf2d1fb491a83fadb7582d58a70,1
a095d844b9374ba89caac0e8af2b3262,1
2adbb54277284749ab3f49265a851f06,2
e71433b860d34160a4a6dce2ba51d7bc,4
21e937cfb7624558a054930ad489edf7,2
0064fa0f34a742c496fb7e983f0ccfdc,1
08135a09c7bc40859e4e55a223cfe7c1,1
e776b36cef104539a789a11d5ef40878,1
0ea716954bd842fc80784dc2e32f4e97,1
a0b9cd8339ec4f9eab831533f602f142,2
f68aa1ae5dc84a038ea23189ceb7a0e9,1
abf88f9c82094c90b99a7d72889a09b6,1
5cb89d43fed04489a9f49b1d9be7d1ac,2
eb513974ff9f42908969919d1ec802fb,2
07d9caed21a94be9a14db148e740beed,2
24cc77380ca6466691cd0f734df26550,1
336a3989e7474e92b2bcf8c233a62b4f,1
b448801720bc4747a68531b037d03f52,2
ebb569c1e1cf434eba000e0e387c78d2,1
080163ad951e4d5fb8fb428a021fdca8,1
dd50da1a6d4b4d99a2e4e3474e389699,1
14e1e0cc265f4dd0821b5705b723e724,1
b1bb7d93825447ccb6bcebcae4946af4,2
af868a43a63a426f8a9de9ad008dd00f,2
accb2f863e2c40d6a6f9bd0e8d0f1d90,1
4a1e31191ce24bc68e000024f76720d7,1
801699856440476094c1f028a5c76a45,1
968f03f2c4f14ba0b5d27c605c6b9adf,1
1815b980c5174a5f9fac5b6fa3bb0823,2
2d5b0527aea74a21af03791d6b787851,2
c5916faa63794487bd65e0bb181fab6d,1
f9df60f4702c4a549a114cc9739b8dc5,1
ed48a8a893bb477e8d7800e2f0484060,1
a11ec1951970496389a5ab5e620abbcb,2
6932e88d4a864658acca714def55ffef,2
84f1be1db48e4e1cbc89ee7dda0a7640,1
c6050b369a8b4577878ae267163fe7af,1
9e659e64058d4b71b78a52bef003c18d,1
d7b2f1307b514c64831444168028f93e,2
f2e07405558348809d8fde138d700306,1
69bd8dcb1e334293a08227daa422ec98,1
fc69105cd5f34555a747ef7c7c1908eb,1
94eb0493ba4041dd9752803274525a49,1
63c923fc46814fbf982c4d3a5c505443,1
d4b1f11d7134479394df22a174e5302c,1
6a182c114d3142d28eaea342b15966a1,1
2d7f5414d84246b5a90f6e703eeb5b46,1
b0254272d37143318c498c3eede0c667,2
6b9bb9e710de4186b0e6bd92fcbce953,1
57e34347969249bfa9ad5f71e9199458,3
8452e3ff35c94598a06398e88abfa086,2
230acc768bc14cb5b07609ec525fe5fc,1
eac4e53a7863406cb1a02a3dd402b7b5,1
13f1ac325fdf45189c35bc38d06d0ad3,2
658d8f001be74e4384c97fe9b6bea649,1
6ca01fdcc0094c79816fcde28bc31787,1
c1a28938988e4b248487950831cfbdc5,2
17bd3018346b4364916da1fe01a5b940,2
27fc05b09bf54d0d9ba9849269a1e447,1
9d9f7847931c44f79022945aef9b20f1,1
51353472dcfa455cb91e46a7d1ddf8a0,1
7cefdc3f273149449616b31b9c045564,1
d677f7ad481d4278983b15ed3aab1889,1
0e5b3f78e2fc4269aa81d2c2abe11d04,1
4cb41058ec044d1fbfed81269c878109,1
61fb1bd49e5242a5b916a36bb6dbd587,1
a7beac71005248c68b3ce897c027298b,1
d77b26217606464290ec9623cfa0040b,1
b6e8963f52d94b67a8d37227da4eb62a,1
ee0ac7a605cb42c2ab14c24cf45aee80,1
dcf32dcbd17e4e1196a3bbab2e39122b,2
3ddf009e3cee448da074c23ca615c783,1
72131821e92448c0aae0bbd74cda5114,1
1736a51ef5e247629ff3906c7c43648a,2
c4fa83c37794463c891a8b8d07dececd,1
965c75b665e74d2b92f04a87fef5f7ae,1
7abbadf52a3a4c6f85ba9b14c12ae644,1
8b83f0e7c81a44698acce0ec5502eaa8,1
4d462dc3f5734e77bf9f90165023434b,1
a69650ae47134035b2f6fcb15022529b,1
f946f218c9774770b1fd4d3079af5c7b,1
2d6182f8ea984b3f94bda05b10b0557d,1
5ebaedaac67f4174a2dbd8f01a384e49,2
7012846c3f0e44099e16ed66fd596ace,1
05b25209b2e142ebb6914a3f6e767c23,2
3ff6d71b45ce46e5af0bb5827e783bd2,1
e50e254a8752414fb1c2fbf286848aa4,1
2407c115d40e417793d418f6f13ad466,1
a0af619ebe7446a89520a340ad6f7f16,2
6904b90f8d914a0ea508b6283e5e98f5,1
455b5ae25f5145d2bea8e6841e0fbf66,1
3e145bf1cf3346f6a6ced7ec061b9c5c,1
b39aaf7d8cc64bf6921fc3f3ea9f029b,1
3d0f189d1b3843f4815a8ad44d204447,1
c9040d97a7e740c982e360b9abe41630,1
8615020af64f475bab050a558d0fe699,1
052cb6bb0c7d4959b5727b9fce9692e3,1
fa60311d7a1046d7b6c37786fec1accd,1
a8dfb41a3d664980a0eec3705637ae64,1
8891767590b04889a1599b469914502f,1
cd19dcf22fa24406829a02d11993b964,1
9374481acea5418a8a305e44f91d38b8,1
f576cc1ca1bd4c1fb1da10fb7e7e2b28,2
745352836d954334ac796a28671fc380,2
1aa04e1030e74ea78bf1489219e9b71b,2
4970857f78e6474fb3555af164805fcc,1
a00b9494c686410d97749867641ed9a2,2
2a8623771aaa4d608d3b6336d8960d9e,1
a4befe533fd644578bcba4c6f746f759,2
e2fdc8070dd84264881c1d110eb1b285,1
45edc6501e70435bb4a225df1be7f346,2
9595366e1ff240d0bb2e3c5e9e6d21c8,1
3ff75de5f58f490a87255d8fc295d446,1
e62f7ccfac1341d0bcf201f392e3a8f2,1
80ea17f1bc2e4bf585075db2bbdd22f9,2
6671a53082cb43daa3d605bf990f67ae,1
59f4b8545ebc4d7a9f37ea5404e68bfb,1
420c0d6715ab43b6894b31b68b838381,1
570f3f5cf6fc4d7ab0c47242645dfb99,1
d91a807be694499abd68632ef36a2df7,2
fa3c146615a242ed8f2f6d55f4d80e95,1
e653298796e446f9b48d4c3a63b0310f,1
dfdd83e356ad464687717b964e37bab7,1
51f3c3b0a6fa494d968c126407942b5a,2
393bf47ab04c4ae394a2887d9a7a6d15,3
6a3f4c3d07824a058fc85bdfd4711ed6,1
90bb95c179f344d99e3ab2187249d387,1
f760656e94204c1dbcfe5c38a19bc619,1
26b9b2523d7b40ef96d4d3ddb736aae6,2
58a77d1943ba4824aa1fbf0aff0b0e63,1
982cd9812bd24e01a0cad3c89c667b54,2
25d7c6e3b75341e6be462e7ca81e8619,1
edbd20fc1d5144f6bdc6db69845db222,2
93856f3a0a054c2cb7ed8fb95db90598,2
519e065f409c4411944a10585dc0faba,2
65abfb40815341889a1a54115354dfb3,1
560a013662ee4fe5871e456a3e64db99,1
d57b7ef8ce9d4734b67ce2411d15cfab,1
a59e49c6819740eca1db839212edd920,1
4ff385fe26b44587a323765d649df2e4,1
3a3dc024079d422882d3af5c6d94e60f,2
6d2a47460da241ae838d4dad52fc0bab,1
8ae8ab4675904757b8c1a5cbce77fcc3,1
1a035abde5cb42438957bc180a5691bd,1
8a5104cca99542f1b2544e0a9d730e1f,1
7c728c72bed44e9c9ce61f0a475956f9,1
273e2cdd784e46f888943f316b7a2699,1
4a671f65809c48de8ea4cd99fac5fa47,1
ca580f012bcd44e199db2323b7788093,2
61b41a85462b444286ca786b4e655928,3
5067ad37180d489bb816ae0840ac538c,1
a75affd9e5444f07a345eaf847e3bc56,2
cc83342326754bf08892673b15dc472a,2
85e2353194284f1ca5858c906944b399,2
72f138e152714777b069cde07eebc9e7,2
0db1381b8fb641b289f40c89463171f8,2
338bd0377744408a98a8ba0bb21d61a0,1
06cf8c6f95c64676a323eb2d9421fb50,1
edf86d794d12491a9673967e5ba41336,1
f593e682f7c14d7496d843b838035109,1
421d8009efc6472d8724bf7a38af1d80,2
e7066100b1444aae8d0d99970f213bfc,1
9907e51d1fcd46f0917ab133ccc55dee,1
16447d84d6bd4c4781e3a9adbbe84000,1
0d94824dda2c4ea38571ca3baa0c9df7,2
43807987bbc4463c8b32c167ddf5fb82,2
3af0d12152874634a1de4f5bf125a0d5,1
cdd261dcc8b74cd59ff968f4918f5a8d,2
27f3c3d793704cb783ced59d19136d9f,1
8723f2f5f7eb49c88296c380c00b7a8e,1
f24d22195dc7423783551a4b072c5c1d,1
f1c732047bdd46e6aa8334e9a84764e3,1
12807228451b434ea7b584372026b193,2
e2908226a6244398a30920a609efe0a5,2
b3c351388ba248cdb1f59806151ae92b,1
22510b4d51c24ebe85cbb4ba1eade7df,1
2a52806f42914308aa5378b870e67ca3,1
9d598cd655a4471db462aff7104eb476,1
a75f75ccc1094ca6bd92767af21bf362,2
7340c641f1964d1e8a831d83c4c0434e,3
2a0972e2f90e4546b5c3054e13cb0889,1
130d64ac86f84f45879ead1270977e49,1
9b667583948b46409dc286cb0998206d,1
eb8f038d98bf42719b139030c712a470,2
b23eb90f6abf4ef5b20423a24ad8b9e8,1
cc00f2f07dcc43c4ab381cf9bb59d7bd,1
15199e6361d949b9ac73f9e16a9569af,2
c31b82deaef945e49390186c4f5abb42,1
a79a8e8362924b8ab63f0ef28e71698b,2
5fb930d35efc483a99bab098d7ab0f3e,1
809288ebb472439785b6310296b4f4d9,1
d32e345960344df19cc2f5ab74d07046,1
fa4bdab2682546a481473724c7567d23,1
e9e0a0d4bb624304a3aae672231352c1,1
26acc2ddf851449dab2db0b2c59f6470,2
2e1dd54532f543dcbefbe096724926f2,1
4d134dcf2a1646c7a40c993a5e4bfd0e,2
e2657c4b6ada4edba648cb9168454587,1
fdbf91f707b44911a28fbedfea2b61d1,2
f1f980146ad547b8b93f38eb9308d312,1
2d500c2ae6b941dba7cfbe8064f0ef8d,1
8b9b81e9c03748cfb9b9c514eb6521d4,2
ca0d84cb689a49868d88f00e8add52c1,1
a55e4686eea44e758c1b5f6d3e64d536,1
bea8340604e34b80b55f0c02e60125d3,2
1cc1853b6d2240a9b986d59b6c2c5a97,1
4326c545f84b465c9114b64a0d6ac679,2
ddf90bc341b24499883e8770f8159694,1
3d1059f98a64410e8e3b5c4c0d312062,1
6fce2b7a1fcc431bba4e11946dee6492,2
3a6c04f6b0774b7fa3e569f1e7159961,1
daa0009bcb4f423fa21274b2e8da9820,2
7e368d7c93ea4ca2a60e9232da5a0b27,1
872f5ce7578a458995ef353bb4e0ae0a,1
1ad8ccc281684424ba3e3c20c980bbd8,1
6350727800f24a5f9f420ce128cb1978,1
99b49fc4edc94ab2b45afa77d517d191,1
92d7ef13bd814ed38f4456cfadbcc7b7,1
48f38aa3692944faaeb0a2dd5c7d32b9,1
8efc8efc78d54f9090b7fdaac2fbc699,1
e04fcc590d58411b93d4bab36efc3e12,1
d6237cec893747279b92cae4667757a2,1
d5194ce9b39a4053a33a8d98358e3d94,1
ebb9e8ca497644729a11b8fd48508eea,1
fbc5cf0299d74fa780c8e4785cc83d22,1
a7ac802490be48b7be7c116f5cc3f80f,1
3c45e2a411424a38a71ae1f238a26222,1
9fc2deb3eb40430ea8b29041230f2b56,1
27ae54ca0c0a429dbfc423fb80c3df56,1
9f508af8082e4131aa55bf75288826ad,2
0259a6e6bad943bd8d340f26cf9076ac,1
da8457c45d994ec0a37afe2fa6bdfa61,1
